id_ubicacion;comuna;tipo_de_calle;direccion
407;Comuna 1;AVENIDA;SANTA FE AV. y MAIPU
408;Comuna 1;AVENIDA;ENTRE RIOS AV. 1890
409;Comuna 15;CALLE;GURRUCHAGA y MUÃ‘ECAS
410;Comuna 4;CALLE;IGUAZU y LOS PATOS
411;Comuna 5;CALLE;TUCUMAN y BILLINGHURST
412;Comuna 4;CALLE;CARRILLO, RAMON, DR. y BRANDSEN
413;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. y BIANCHI, ANDRES
414;Comuna 10;AVENIDA;RIVADAVIA AV. y CORVALAN
415;Comuna 14;AVENIDA;DIAZ, CNEL. AV. y JUNCAL
416;Comuna 12;AVENIDA;DE LOS CONSTITUYENTES AV. e IBERA
417;Comuna 6;AVENIDA;MORENO, JOSE MARIA AV. 600
418;Comuna 12;AVENIDA;DONADO y LARRALDE, CRISOLOGO AV.
419;Comuna 10;AVENIDA;RIVADAVIA AV. y CAMPANA
420;Comuna 6;AVENIDA;RIVADAVIA AV. y GIMENEZ, ANGEL M.
421;Comuna 7;AVENIDA;BALBASTRO y LAFUENTE AV.
422;Comuna 4;AVENIDA;BROWN, ALTE. AV. y VALLE, ARISTOBULO DEL
423;Comuna 15;CALLE;ACOYTE y GANDHI, MAHATMA
424;Comuna 1;CALLE;SARMIENTO y LIBERTAD
425;Comuna 8;CALLE;MURGUIONDO y CHILAVERT, MARTINIANO, CORONEL
426;Comuna 15;CALLE;URIARTE y LOYOLA
427;Comuna 9;CALLE;PATRON 6279
428;Comuna 15;CALLE;LOYOLA y URIARTE
429;Comuna 9;CALLE;CARHUE y ZELADA
430;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. 5100
431;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. 16250
432;Comuna 2;AVENIDA;CHARCAS y PUEYRREDON AV.
433;Comuna 5;AVENIDA;GALLARDO, ANGEL AV. 24
434;Comuna 12;AVENIDA;LARRALDE, CRISOLOGO AV. 3818
435;Comuna 14;AVENIDA;SCALABRINI ORTIZ, RAUL AV. 2043
436;Comuna 15;AVENIDA;SAN MARTIN AV. y FIGUEROA, D. APOLINARIO, CORONEL
437;Comuna 7;AVENIDA;SARAZA y VARELA AV.
438;Comuna 7;AVENIDA;CASTAÃ‘ARES AV. y ACOSTA, MARIANO
439;Comuna 3;AVENIDA;INDEPENDENCIA AV. y LA RIOJA
440;Comuna 5;CALLE;MITRE, BARTOLOME y BILLINGHURST
441;Comuna 11;CALLE;GALICIA y TERRADA
442;Comuna 11;AVENIDA;SAN MARTIN AV. 3078
443;Comuna 4;AVENIDA;MONTEAGUDO y CASEROS AV.
444;Comuna 3;AVENIDA;CALLAO AV. y CORRIENTES AV.
445;Comuna 2;AVENIDA;SANTA FE AV. y ANCHORENA, TOMAS MANUEL DE, DR.
446;Comuna 1;AVENIDA;CALLAO AV. 635
447;Comuna 1;AVENIDA;BELGRANO AV. 701
448;Comuna 1;AVENIDA;MADERO, EDUARDO AV. y CORRIENTES AV.
449;Comuna 7;AVENIDA;HORTIGUERA y PERON, EVA AV.
450;Comuna 4;AVENIDA;REGIMIENTO DE PATRICIOS AV. 530
451;Comuna 10;AVENIDA;ARREGUI y SEGUROLA AV.
452;;AVENIDA;FERREYRA, ANDRES y SAENZ AV.
453;Comuna 2;AVENIDA;LAS HERAS GENERAL AV. y TAGLE
454;Comuna 1;CALLE;CEVALLOS, VIRREY y CONSTITUCION
455;Comuna 6;CALLE;MORELOS y ARANGUREN, JUAN F., DR.
456;Comuna 4;CALLE;SUAREZ y AZARA
457;Comuna 1;CALLE;IRIGOYEN, BERNARDO DE y BRASIL
458;Comuna 2;CALLE;ALVEAR, MARCELO T. DE 2400
459;Comuna 8;AVENIDA;OLIDEN y FERNANDEZ DE LA CRUZ, F., GRAL. AV.
460;Comuna 7;AVENIDA;COBO AV. y BARCO CENTENERA DEL
461;Comuna 14;AVENIDA;DEL LIBERTADOR AV. y CASARES AV.
462;Comuna 15;AVENIDA;CORRIENTES AV. y ARENAL, CONCEPCION
463;Comuna 1;AVENIDA;CORRIENTES AV. 900
464;Comuna 15;AVENIDA;JUSTO, JUAN B. AV. y GODOY CRUZ
465;Comuna 14;AVENIDA;HONDURAS y JUSTO, JUAN B. AV.
466;Comuna 13;AVENIDA;DEL LIBERTADOR AV. y VILELA
467;Comuna 6;AVENIDA;GOYENA, PEDRO AV. y HORTIGUERA
468;Comuna 2;AVENIDA;PUEYRREDON AV. y FIGUEROA ALCORTA, PRES. AV.
469;Comuna 11;AVENIDA;JUSTO, JUAN B. AV. 5500
470;Comuna 1;AVENIDA;ENTRE RIOS AV. 780
471;Comuna 9;AVENIDA;OLIVERA AV. y TAPALQUE
472;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y CASARES AV.
473;Comuna 15;AVENIDA;SCALABRINI ORTIZ, RAUL AV. y JUFRE
474;Comuna 14;AVENIDA;SANTA FE AV. y HUMBOLDT
475;Comuna 2;CALLE;JUNCAL y ECUADOR
476;Comuna 4;CALLE;BARCO CENTENERA DEL y ECHAURI
477;Comuna 10;CALLE;GONZALEZ, ELPIDIO y CORTINA
478;Comuna 7;CALLE;PORTELA y FERNANDEZ MORENO, BALDOMERO
479;Comuna 15;CALLE;MUÃ‘ECAS 1385
480;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. y JUSTO, JUAN B. AV.
481;Comuna 15;AVENIDA;DE LOS CONSTITUYENTES AV. y ASUNCION
482;Comuna 7;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL. 3309
483;Comuna 2;AVENIDA;PUEYRREDON AV. y LEVENE, RICARDO, DR.
484;Comuna 1;AVENIDA;HUERGO, ING. AV. 838
485;Comuna 6;AVENIDA;GIMENEZ, ANGEL M. y RIVADAVIA AV.
486;Comuna 1;AVENIDA;PASEO COLON AV. 1389
487;Comuna 2;AVENIDA;DEL LIBERTADOR AV. y CALLAO AV.
488;Comuna 7;AVENIDA;CARABOBO AV. y CASTAÃ‘ARES AV.
489;Comuna 15;AVENIDA;LACROZE, FEDERICO AV. 4093
490;Comuna 11;AVENIDA;SAN MARTIN AV. y LADINES
491;Comuna 10;CALLE;BERMUDEZ y MATURANA, JOSE DE
492;Comuna 9;CALLE;CAÃ‘ADA DE GOMEZ y PERIBEBUY
493;Comuna 15;CALLE;MALABIA 20
494;Comuna 8;CALLE;ALBARIÃ‘O y HUBAC
495;Comuna 1;CALLE;CERRITO 980
496;Comuna 8;CALLE;CAFAYATE 4830
497;Comuna 7;CALLE;PAEZ y BUFANO, ALFREDO R.
498;Comuna 15;CALLE;SUSINI, ANTONIO, CNEL. y MARTINEZ ROSAS
499;Comuna 1;CALLE;SOLIS 1389
500;Comuna 11;CALLE;LLAVALLOL y GRIVEO
501;Comuna 12;AVENIDA;OLAZABAL AV. y DONADO
502;Comuna 6;AVENIDA;VALLESE, FELIPE y ACOYTE AV.
503;;AVENIDA;MATHEU y RIVADAVIA AV.
504;Comuna 15;AVENIDA;GUZMAN AV. y ELCANO AV.
505;Comuna 9;AVENIDA;PERON, EVA AV. y OLIDEN
506;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y SARMIENTO AV.
507;Comuna 5;AVENIDA;BELGRANO AV. y SANCHEZ DE LORIA
508;Comuna 5;AVENIDA;CORRIENTES AV. y SALGUERO, JERONIMO
509;Comuna 9;AVENIDA;SAN JUAN BAUTISTA DE LA SALLE AV. y MONTE
510;Comuna 8;AVENIDA;CAÃ‘ADA DE GOMEZ y FERNANDEZ DE LA CRUZ, F., GRAL. AV.
511;Comuna 6;AVENIDA;SENILLOSA y ALBERDI, JUAN BAUTISTA AV.
512;Comuna 7;AVENIDA;RIVADAVIA AV. y CULPINA
513;Comuna 7;AVENIDA;CARABOBO AV. y DIRECTORIO AV.
514;Comuna 3;AVENIDA;JUJUY AV. y ALSINA, ADOLFO
515;Comuna 10;AVENIDA;JUSTO, JUAN B. AV. y BERMUDEZ
516;Comuna 3;AVENIDA;CORRIENTES AV. 2018
517;Comuna 1;CALLE;HORNOS, GRAL. 11
518;Comuna 14;CALLE;MEDRANO 1070
519;Comuna 13;CALLE;ZAPIOLA y OLAGUER Y FELIU, VIRREY
520;Comuna 10;CALLE;MERCEDES 1070
521;Comuna 2;CALLE;LAS HERAS, GENERAL y RODRIGUEZ PEÃ‘A
522;Comuna 1;CALLE;BRASIL 1128
523;Comuna 11;CALLE;ARTIGAS, JOSE GERVASIO, GRAL. y CARRANZA, ADOLFO P.
524;Comuna 14;AVENIDA;HONDURAS AV. y ACUÃ‘A DE FIGUEROA, FRANCISCO
525;Comuna 11;AVENIDA;NAZCA AV. 1938
526;Comuna 15;AVENIDA;DE LOS INCAS AV. 4287
527;Comuna 9;AVENIDA;BILBAO, FRANCISCO y OLIVERA AV.
528;Comuna 3;AVENIDA;INDEPENDENCIA AV. 2222
529;Comuna 15;AVENIDA;DE LOS INCAS AV. y VICTORICA, BENJAMIN, GENERAL, AV.
530;Comuna 11;AVENIDA;CARACAS y GAONA AV.
531;Comuna 5;AVENIDA;BOCAYUVA, QUINTINO y RIVADAVIA AV.
532;Comuna 5;AVENIDA;SANCHEZ DE LORIA e INDEPENDENCIA AV.
533;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3035
534;Comuna 14;AVENIDA;COLOMBIA AV. y CERVIÃ‘O AV.
535;Comuna 1;AVENIDA;PASEO COLON AV. 975
536;Comuna 1;CALLE;FINOCHIETTO ENRIQUE DR. y HORNOS, GRAL.
537;Comuna 1;CALLE;BOLIVAR y YRIGOYEN, HIPOLITO
538;Comuna 14;CALLE;ACUÃ‘A DE FIGUEROA, FRANCISCO 1240
539;Comuna 15;CALLE;LOYOLA y GURRUCHAGA
540;Comuna 1;CALLE;CALVO, CARLOS y TACUARI
541;Comuna 3;CALLE;RIOBAMBA 221
542;Comuna 6;CALLE;AVELLANEDA y ESPINOSA
543;Comuna 9;CALLE;COSQUIN y FALCON, RAMON L.,CNEL.
544;Comuna 14;CALLE;BULNES y CABRERA, JOSE A.
545;Comuna 8;AVENIDA;LACARRA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.
546;Comuna 9;AVENIDA;CASTRO, EMILIO AV. y MURGUIONDO
547;Comuna 1;AVENIDA;VIAMONTE y ALEM, LEANDRO N. AV.
548;Comuna 1;AVENIDA;CORRIENTES AV. y PARANA
549;Comuna 14;AVENIDA;JUSTO, JUAN B. AV. y SOLER
550;Comuna 2;AVENIDA;
551;Comuna 3;AVENIDA;RIVADAVIA AV. y COMBATE DE LOS POZOS
552;Comuna 12;AVENIDA;CABILDO AV. 4950
553;Comuna 4;CALLE;CHARRUA 3509
554;Comuna 8;AUTOPISTA;PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.
555;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. y MACHAIN
556;Comuna 11;AV. GRAL. PAZ;PAZ, GRAL. AV. y GUALEGUAYCHU
557;Comuna 15;AVENIDA;ALVAREZ THOMAS AV. y ARREDONDO, VIRREY
558;Comuna 12;AVENIDA;HOLMBERG y RUIZ HUIDOBRO AV.
559;Comuna 3;AVENIDA;BELGRANO AV. y MISIONES
560;Comuna 5;CALLE;MUÃ‘IZ 1250
561;Comuna 7;CALLE;VALLESE, FELIPE y GAVILAN
562;Comuna 13;CALLE;ZAPIOLA y NEWBERY, JORGE
563;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. y CHAVEZ, JORGE
564;Comuna 7;AVENIDA;CASTAÃ‘ARES AV. y PUAN
565;Comuna 15;AVENIDA;SAN MARTIN AV. 1201
566;Comuna 12;AVENIDA;GALVAN y RIVERA, PEDRO I., DR.
567;Comuna 7;AVENIDA;SAN PEDRITO AV. 94
568;Comuna 3;AVENIDA;RIVADAVIA AV. y JAURES, JEAN
569;Comuna 7;AVENIDA;CARABOBO AV. 385
570;Comuna 4;AVENIDA;ALCORTA, AMANCIO AV. 2600
571;Comuna 11;AVENIDA;BEIRO, FRANCISCO AV. y CHIVILCOY AV.
572;Comuna 1;AVENIDA;GARAY, JUAN DE AV. y SOLIS
573;Comuna 3;AVENIDA;JUJUY AV. 1430
574;Comuna 2;AVENIDA;SANTA FE AV. y PUEYRREDON AV.
575;Comuna 9;AVENIDA;RIVADAVIA AV. 11626
576;Comuna 4;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1489
577;Comuna 5;AVENIDA;DIAZ VELEZ AV. y RAWSON
578;Comuna 2;AVENIDA;CALLAO AV. y QUINTANA, MANUEL, PRES. AV.
579;Comuna 8;AVENIDA;RIESTRA AV. y DE LA TORRE, LISANDRO
580;Comuna 7;AVENIDA;MORENO, JOSE MARIA AV. y SARAZA
581;Comuna 11;AVENIDA;TERRADA y ALVAREZ JONTE AV.
582;Comuna 11;AVENIDA;NAZCA AV. y MAGARIÃ‘OS CERVANTES, A.
583;Comuna 7;AVENIDA;SARAZA y CARABOBO AV.
584;Comuna 8;CALLE;SANTANDER y FONROUGE
585;Comuna 12;CALLE;ACHA, MARIANO, GRAL. y ARIAS
586;Comuna 14;CALLE;HUMBOLDT y HONDURAS
587;Comuna 11;CALLE;NAVARRO 4100
588;Comuna 5;CALLE;SALGUERO, JERONIMO 600
589;Comuna 11;CALLE;TRELLES, MANUEL R. 1500
590;Comuna 3;CALLE;24 DE NOVIEMBRE y COCHABAMBA
591;Comuna 11;CALLE;NOGOYA 3231
592;Comuna 11;CALLE;SIMBRON y PAZ, MARCOS
593;Comuna 11;CALLE;CUENCA y NAZARRE
594;Comuna 9;CALLE;CHAVEZ, JORGE y SUAREZ, JOSE LEON
595;Comuna 10;AVENIDA;JUSTO, JUAN B. AV. 6605
596;Comuna 2;AVENIDA;PUEYRREDON AV. 1742
597;Comuna 1;AVENIDA;POSADAS y 9 DE JULIO AV.
598;Comuna 3;AVENIDA;CORDOBA AV. y PUEYRREDON AV.
599;Comuna 15;AVENIDA;LACROZE, FEDERICO AV. 4031
600;Comuna 3;AVENIDA;INDEPENDENCIA AV. y ENTRE RIOS AV.
601;Comuna 12;AVENIDA;BALBIN, RICARDO, DR. AV. 4800
602;Comuna 3;AVENIDA;CORRIENTES AV. y ECUADOR
603;Comuna 3;AVENIDA;24 DE NOVIEMBRE y SAN JUAN AV.
604;Comuna 1;AVENIDA;RODRIGUEZ PEÃ‘A y RIVADAVIA AV.
605;Comuna 5;AVENIDA;BOEDO AV. 1050
606;Comuna 3;AVENIDA;INDEPENDENCIA AV. y PASCO
607;Comuna 3;AVENIDA;RIVADAVIA AV. 2794
608;Comuna 12;AVENIDA;CABILDO AV. y PICO
609;Comuna 12;CALLE;CUBAS, JOSE y ARTIGAS, JOSE GERVASIO, GRAL.
610;Comuna 13;CALLE;VIDAL y AVILES, VIRREY
611;Comuna 14;CALLE;THAMES 2245
612;Comuna 8;CALLE;CAFAYATE 5200
613;Comuna 6;CALLE;ARANGUREN, JUAN F., DR. y FRAGATA PRES. SARMIENTO
614;Comuna 12;AVENIDA;LARRALDE, CRISOLOGO AV. y ZADO
615;Comuna 1;AVENIDA;CASEROS AV. y DEFENSA
616;Comuna 4;AVENIDA;ALMAFUERTE AV. y FERREYRA, ANDRES
617;Comuna 12;AVENIDA;CONGRESO AV. y TRIUNVIRATO AV.
618;Comuna 4;AVENIDA;ALCORTA, AMANCIO AV. y ZAVALETA
619;Comuna 14;AVENIDA;DEL LIBERTADOR AV. y DORREGO AV.
620;Comuna 15;AVENIDA;COMBATIENTES DE MALVINAS AV. 3411
621;Comuna 1;AVENIDA;BELGRANO AV. y 9 DE JULIO AV.
622;Comuna 13;AVENIDA;BALBIN, RICARDO, DR. AV. y MONROE
623;Comuna 1;AVENIDA;9 DE JULIO AV. y SAN JUAN AV.
624;Comuna 13;AVENIDA;DEL LIBERTADOR AV. y MENDOZA
625;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4200
626;Comuna 14;CALLE;ORTIZ DE OCAMPO 2564
627;Comuna 12;CALLE;PEDRAZA, MANUELA 3546
628;Comuna 3;CALLE;BARCALA y LA RIOJA
629;Comuna 13;AV. GRAL. PAZ;CANTILO, INT. y PAZ, GRAL. AV.
630;Comuna 11;AV. GRAL. PAZ;PAZ, GRAL. AV. y LASTRA AV.
631;Comuna 2;AVENIDA;OBLIGADO RAFAEL, AV.COSTANERA 1101
632;Comuna 9;AVENIDA;DIRECTORIO AV. y MARTINEZ CASTRO
633;Comuna 3;AVENIDA;BELGRANO AV. 2900
634;Comuna 15;AVENIDA;ALVAREZ THOMAS AV. 1108
635;Comuna 1;AVENIDA;DE MAYO AV. y SAENZ PEÃ‘A, LUIS, PRES.
636;Comuna 14;AVENIDA;GORRITI y JUSTO, JUAN B. AV.
637;Comuna 4;AVENIDA;HORNOS, GRAL. y SUAREZ AV.
638;Comuna 9;AVENIDA;PERON, EVA AV. 5955
639;Comuna 6;AVENIDA;LA PLATA AV. y BONIFACIO, JOSE
640;Comuna 4;AVENIDA;INCLAN y CHICLANA AV.
641;Comuna 6;AVENIDA;RIVADAVIA AV. y AMBROSETTI, JUAN B.
642;Comuna 12;AVENIDA;JURAMENTO y DE LOS CONSTITUYENTES AV.
643;Comuna 1;AVENIDA;RAMOS MEJIA, JOSE MARIA, DR. AV. y ANTARTIDA ARGENTINA AV.
644;Comuna 4;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. y BONORINO, ESTEBAN, CNEL. AV.
645;Comuna 7;AVENIDA;DIRECTORIO AV. 1755
646;Comuna 15;AVENIDA;CORRIENTES AV. y JUSTO, JUAN B. AV.
647;Comuna 1;AVENIDA;CALVO, CARLOS y 9 DE JULIO AV.
648;Comuna 6;AVENIDA;MORENO, JOSE MARIA AV. y ROSARIO
649;Comuna 11;AVENIDA;BEIRO, FRANCISCO AV. 3381
650;Comuna 11;CALLE;CONCORDIA y BAZURCO
651;Comuna 2;CALLE;URIBURU JOSE E., PRES. 1786
652;Comuna 11;CALLE;SANTO TOME y GUTIERREZ, RICARDO
653;Comuna 11;CALLE;CAMPANA 3672
654;Comuna 3;CALLE;SARMIENTO y JUNIN
655;Comuna 1;CALLE;ALVEAR, MARCELO T. DE y RECONQUISTA
656;Comuna 3;CALLE;PASCO y PAVON
657;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. 5172
658;Comuna 13;AV. GRAL. PAZ;PAZ, GRAL. AV. y DEL LIBERTADOR AV.
659;Comuna 6;AVENIDA;DIRECTORIO AV. y ACHAVAL
660;Comuna 7;AVENIDA;COBO AV. 665
661;Comuna 13;AVENIDA;DEL LIBERTADOR AV. y ECHEVERRIA
662;Comuna 4;AVENIDA;LA RIOJA y CASEROS AV.
663;Comuna 1;AVENIDA;ENTRE RIOS AV. 776
664;Comuna 12;AVENIDA;BALBIN, RICARDO, DR. AV. y ARIAS
665;Comuna 15;AVENIDA;CORRIENTES AV. y SCALABRINI ORTIZ, RAUL AV.
666;Comuna 12;AVENIDA;DE LOS CONSTITUYENTES AV. y PAREJA
667;Comuna 2;AVENIDA;DEL LIBERTADOR AV. y AUSTRIA
668;Comuna 4;AVENIDA;VELEZ SARSFIELD AV. e IRIARTE, GRAL. AV.
669;Comuna 13;AVENIDA;JURAMENTO AV. y MOLDES
670;Comuna 13;AVENIDA;JURAMENTO AV. y CUBA
671;Comuna 13;CALLE;CIUDAD DE LA PAZ 900
672;Comuna 15;CALLE;ARAOZ y JUFRE
673;Comuna 4;CALLE;OLAVARRIA e IRALA
674;Comuna 4;CALLE;LUPPI, ABRAHAM J. y BARCO CENTENERA DEL
675;Comuna 10;CALLE;AZUL y FALCON, RAMON L.,CNEL.
676;Comuna 10;CALLE;GARCIA, JUAN AGUSTIN y BERNALDES
677;Comuna 13;CALLE;3 DE FEBRERO y ECHEVERRIA
678;Comuna 13;CALLE;CONESA 2800
679;Comuna 13;CALLE;UGARTE, MANUEL 3000
680;Comuna 3;CALLE;SARANDI y PAVON
681;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. 13200
682;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. y BEIRO, FRANCISCO AV.
683;Comuna 10;AV. GRAL. PAZ;BEIRO, FRANCISCO AV. y PAZ, GRAL. AV.
684;Comuna 7;AVENIDA;ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.
685;Comuna 12;AVENIDA;DE LOS CONSTITUYENTES AV. y NAHUEL HUAPI
686;Comuna 8;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL. y LARRAZABAL
687;Comuna 15;AVENIDA;DE LOS CONSTITUYENTES AV. y LA PAMPA
688;Comuna 7;AVENIDA;RIVADAVIA AV. 6828
689;Comuna 6;CALLE;ROSARIO y BARCO CENTENERA DEL
690;Comuna 11;AV. GRAL. PAZ;PAZ, GRAL. AV. y SAN MARTIN AV.
691;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. 16618
692;Comuna 6;AVENIDA;DIRECTORIO AV. 209
693;Comuna 8;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL. y ARGENTINA AV.
694;Comuna 14;AVENIDA;JUSTO, JUAN B. AV. 1643
695;Comuna 12;AVENIDA;TRIUNVIRATO AV. y OLAZABAL AV.
696;Comuna 13;AVENIDA;LARRALDE, CRISOLOGO AV. y MOLDES
697;Comuna 15;AVENIDA;WARNES AV. y GANDHI, MAHATMA
698;Comuna 10;AVENIDA;MOZART y RIVADAVIA AV.
699;Comuna 4;AVENIDA;BARCO CENTENERA DEL y MORENO, PERITO AV.
700;Comuna 13;AVENIDA;CONDE y LACROZE, FEDERICO AV.
701;Comuna 3;AVENIDA;PUEYRREDON AV. 105
702;Comuna 5;AVENIDA;YRIGOYEN, HIPOLITO AV. y BOEDO
703;Comuna 4;CALLE;IRALA y ROCHA
704;Comuna 10;CALLE;TREJO NEMESIO y RENQUE CURA
705;Comuna 9;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.
706;Comuna 10;AVENIDA;PERGAMINO y RIVADAVIA AV.
707;Comuna 13;AVENIDA;LARRALDE, CRISOLOGO AV. y AMENABAR
708;Comuna 11;AVENIDA;SAN MARTIN AV. 5526
709;Comuna 15;AVENIDA;ACOYTE y GALLARDO, ANGEL AV.
710;Comuna 1;AVENIDA;MADERO, EDUARDO AV. y PERON, JUAN DOMINGO, TTE. GENERAL
711;Comuna 8;AVENIDA;LAFUENTE AV. 2250
712;Comuna 4;AVENIDA;ENTRE RIOS AV. y ECHAGUE, PEDRO
713;Comuna 1;CALLE;SAN MARTIN 1129
714;Comuna 11;CALLE;CAMPANA y CAMARONES
715;Comuna 13;CALLE;PINO, VIRREY DEL 2720
716;Comuna 14;CALLE;NEWBERY, JORGE y ARCE
717;Comuna 5;CALLE;YATAY 116
718;Comuna 13;CALLE;MONROE 3100
719;Comuna 13;CALLE;CIUDAD DE LA PAZ 2918
720;Comuna 5;CALLE;SARMIENTO y SANCHEZ DE BUSTAMANTE
721;Comuna 13;CALLE;VUELTA DE OBLIGADO y RAMALLO
722;Comuna 1;AUTOPISTA;AUTOPISTA 25 DE MAYO y 9 DE JULIO AV.
723;Comuna 8;AV. GRAL. PAZ;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.
724;Comuna 13;AVENIDA;MONROE y MELIAN AV.
725;Comuna 4;AVENIDA;REGIMIENTO DE PATRICIOS AV. y MAGALLANES
726;Comuna 10;AVENIDA;SEGUROLA AV. y JUSTO, JUAN B. AV.
727;Comuna 3;AVENIDA;SAN JUAN AV. 2650
728;Comuna 3;AVENIDA;RIVADAVIA AV. 2499
729;Comuna 3;AVENIDA;ENTRE RIOS AV. y YRIGOYEN, HIPOLITO
730;Comuna 3;AVENIDA;BELGRANO AV. y SARANDI
731;Comuna 1;AVENIDA;DEL LIBERTADOR AV. y BASAVILBASO
732;Comuna 4;AVENIDA;EREZCANO AV. 3896
733;Comuna 3;AVENIDA;BELGRANO AV. y ENTRE RIOS AV.
734;Comuna 5;AVENIDA;BOEDO AV. y CHICLANA AV.
735;Comuna 10;AVENIDA;SEGUROLA AV. 1205
736;Comuna 1;AVENIDA;PASEO COLON AV. e INDEPENDENCIA AV.
737;Comuna 10;AVENIDA;SEGUROLA AV. 1200
738;Comuna 7;CALLE;DOBLAS 1099
739;Comuna 12;CALLE;NUÃ‘EZ y SUPERI
740;Comuna 12;CALLE;ESTADO PLURINACIONAL DE BOLIVIA y PAREJA
741;Comuna 13;CALLE;SUCRE, ANTONIO JOSE DE, MCAL. 765
742;Comuna 8;CALLE;BATLLE Y ORDOÃ‘EZ, JOSE P.T. 6892
743;Comuna 10;CALLE;SANABRIA y BELAUSTEGUI, LUIS, DR.
744;Comuna 1;CALLE;TUCUMAN y MAIPU
745;Comuna 2;CALLE;LARREA 1327
746;Comuna 3;CALLE;PERON, JUAN DOMINGO, TTE. GENERAL y CASTELLI
747;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. y CORTINA
748;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. y ZAPIOLA
749;Comuna 4;AVENIDA;RAWSON DE DELLEPIANE, ELVIRA AV. y BALBIN, JOSE CELEDONIO
750;Comuna 14;AVENIDA;SARMIENTO AV. y OBLIGADO RAFAEL, AV.COSTANERA
751;Comuna 1;AVENIDA;PARANA y CORRIENTES AV.
752;Comuna 11;AVENIDA;SAN MARTIN AV. y FAGNANO, JOSE AV.
753;Comuna 11;AVENIDA;JUSTO, JUAN B. AV. y ARGERICH
754;Comuna 7;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y PEDERNERA
755;Comuna 3;AVENIDA;CALLAO AV. y RIVADAVIA AV.
756;Comuna 1;AVENIDA;LIMA y GARAY, JUAN DE AV.
757;Comuna 1;AVENIDA;SAN JUAN AV. y SAN JOSE
758;Comuna 3;AVENIDA;RIVADAVIA AV. y SARANDI
759;Comuna 4;AVENIDA;CASEROS AV. y MONTEAGUDO
760;Comuna 15;CALLE;RAVIGNANI, EMILIO, DR. y CASTILLO
761;Comuna 12;CALLE;SALTO 4882
762;Comuna 14;CALLE;SALGUERO, JERONIMO 2750
763;Comuna 3;CALLE;PICHINCHA 1588
764;Comuna 2;CALLE;PACHECO DE MELO, JOSE ANDRES y SANCHEZ DE BUSTAMANTE
765;Comuna 6;CALLE;OROÃ‘O, NICASIO y MENDEZ DE ANDES
766;Comuna 10;CALLE;CAMPANA 243
767;Comuna 14;CALLE;ANASAGASTI y GUEMES
768;Comuna 1;CALLE;SAN MARTIN 620
769;Comuna 1;CALLE;MANSO JUANA y SANCHEZ DE THOMPSON, MARIQUITA
770;Comuna 3;CALLE;SAAVEDRA y ALSINA, ADOLFO
771;Comuna 11;AV. GRAL. PAZ;PAZ, GRAL. AV. y CONCORDIA
772;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y CAÃ‘ADA DE GOMEZ
773;Comuna 2;AVENIDA;JUNCAL y PUEYRREDON AV.
774;;AVENIDA;DIRECTORIO AV. y BARCO CENTENERA DEL
775;Comuna 12;AVENIDA;DEHEZA y SAN ISIDRO LABRADOR AV.
776;Comuna 15;AVENIDA;TRONADOR y TRIUNVIRATO AV.
777;Comuna 12;AVENIDA;ALBARELLOS AV. y ARTIGAS, JOSE GERVASIO, GRAL.
778;Comuna 15;AVENIDA;NEWBERY, JORGE AV. y WARNES AV.
779;Comuna 1;AVENIDA;ANTARTIDA ARGENTINA AV. y CASTILLO, RAMON S., PRES. AV.
780;Comuna 5;AVENIDA;CASEROS AV. y CASTRO
